LUGAR,FECHA_HECHOS,LOCALIDAD,BARRIO_HECHOS,ARTICULO,EDAD,CAPITULO,NÚMERO_COMPORTAMIENTO,AÑO_NUM
BUCARAMANGA - CM,22/08/2017,02. NORORIENTAL,SAN CRISTOBAL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 6,2017
BUCARAMANGA - CM,19/09/2017,04. OCCIDENTAL,NARIÑO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,29/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,30/09/2017,04. OCCIDENTAL,NARIÑO,Art. 111 - Comportamientos contrarios a la limpieza y recolección de residuos y escombros y malas prácticas habitacionales,32,Cap. 2 - LIMPIEZA Y RECOLECCIÓN DE RESIDUOS Y DE ESCOMBROS,Num. 8,2017
BUCARAMANGA - CM,12/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,31,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,12/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,17/12/2017,02. NORORIENTAL,SAN CRISTOBAL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,23/08/2017,04. OCCIDENTAL,LA FERIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2017
BUCARAMANGA - CM,01/07/2017,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,01/07/2017,04. OCCIDENTAL,GIRARDOT,"Art. 38 - Comportamientos que afectan la integridad de niños, niñas y adolescentes",29,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",Lit. e,2017
BUCARAMANGA - CM,01/09/2017,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,01/09/2017,04. OCCIDENTAL,GAITAN,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,01/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,36,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,02/04/2017,04. OCCIDENTAL,GIRARDOT,Art. 33 - Comportamientos que afectan la tranquilidad y relaciones respetuosas de las personas,22,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,Lit. c,2017
BUCARAMANGA - CM,02/07/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,37,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,02/07/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,03/07/2017,04. OCCIDENTAL,NARIÑO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,04/07/2017,04. OCCIDENTAL,GAITAN,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,23,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,05/07/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,06/08/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,24,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,06/12/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,07/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,36,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,08/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,08/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,32,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,08/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,32,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 5,2017
BUCARAMANGA - CM,08/12/2017,04. OCCIDENTAL,NARIÑO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,54,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,08/12/2017,04. OCCIDENTAL,NARIÑO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,19,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,09/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,37,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 4,2017
BUCARAMANGA - CM,11/07/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 4,2017
BUCARAMANGA - CM,11/11/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,12/07/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,12/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,53,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,12/10/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2017
BUCARAMANGA - CM,12/10/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2017
BUCARAMANGA - CM,12/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,33,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,12/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,12/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,13/07/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,13/07/2017,04. OCCIDENTAL,GIRARDOT,"Art. 38 - Comportamientos que afectan la integridad de niños, niñas y adolescentes",23,"Cap. 1 - NIÑOS, NIÑAS Y ADOLESCENTES",Lit. e,2017
BUCARAMANGA - CM,13/09/2017,04. OCCIDENTAL,NARIÑO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,13/11/2017,04. OCCIDENTAL,GAITAN,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,31,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,13/12/2017,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,13/12/2017,04. OCCIDENTAL,GRANADA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,58,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,13/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,39,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,14/07/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,15,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,14/07/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,15,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,14/08/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,35,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 4,2017
BUCARAMANGA - CM,14/08/2017,04. OCCIDENTAL,GRANADA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,18,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,14/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,15/07/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,15/07/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 4,2017
BUCARAMANGA - CM,15/07/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,17,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,15/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,18/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,42,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,18/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,42,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,19/11/2017,04. OCCIDENTAL,GAITAN,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,46,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,20/08/2017,04. OCCIDENTAL,GRANADA,Art. 33 - Comportamientos que afectan la tranquilidad y relaciones respetuosas de las personas,18,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,Lit. c,2017
BUCARAMANGA - CM,20/08/2017,04. OCCIDENTAL,GRANADA,Art. 33 - Comportamientos que afectan la tranquilidad y relaciones respetuosas de las personas,18,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,Lit. c,2017
BUCARAMANGA - CM,22/07/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,22/08/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,23/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2017
BUCARAMANGA - CM,24/07/2017,04. OCCIDENTAL,NARIÑO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,33,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,24/07/2017,04. OCCIDENTAL,NARIÑO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,24/08/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,31,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,24/08/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,22,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,24/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,24,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,25/06/2017,04. OCCIDENTAL,GAITAN,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,22,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,26/03/2017,04. OCCIDENTAL,GAITAN,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,26/03/2017,04. OCCIDENTAL,GAITAN,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,19,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,26/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,52,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2017
BUCARAMANGA - CM,26/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,27/05/2017,04. OCCIDENTAL,NARIÑO,Art. 33 - Comportamientos que afectan la tranquilidad y relaciones respetuosas de las personas,32,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,Lit. c,2017
BUCARAMANGA - CM,27/05/2017,04. OCCIDENTAL,NARIÑO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,31,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,27/08/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,27/09/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 4,2017
BUCARAMANGA - CM,27/09/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,27/09/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 4,2017
BUCARAMANGA - CM,27/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,52,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,27/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,47,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,27/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,27/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,42,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,27/09/2017,04. OCCIDENTAL,NARIÑO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,27/10/2017,04. OCCIDENTAL,NARIÑO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,31,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,28/09/2017,04. OCCIDENTAL,GRANADA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,29,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,17/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,26,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,27/03/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 7,2017
BUCARAMANGA - CM,28/08/2017,03. SAN FRANCISCO,ALARCON,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,31,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,03/12/2017,04. OCCIDENTAL,LA FERIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,03/12/2017,04. OCCIDENTAL,LA FERIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,45,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,05/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,26,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 5,2017
BUCARAMANGA - CM,08/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,10/02/2017,04. OCCIDENTAL,GIRARDOT,Art. 34 - Comportamientos que afectan la convivencia en los establecimientos educativos relacionados con consumo de sustancias,34,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,10/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,27,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2017
BUCARAMANGA - CM,11/02/2017,04. OCCIDENTAL,23 DE JUNIO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,11/07/2017,03. SAN FRANCISCO,ALARCON,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,12/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 34 - Comportamientos que afectan la convivencia en los establecimientos educativos relacionados con consumo de sustancias,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,16/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,51,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2017
BUCARAMANGA - CM,16/12/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2017
BUCARAMANGA - CM,18/07/2017,04. OCCIDENTAL,12 DE OCTUBRE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,41,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,19/09/2017,04. OCCIDENTAL,GAITAN,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,25/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 34 - Comportamientos que afectan la convivencia en los establecimientos educativos relacionados con consumo de sustancias,21,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,31/03/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,01/11/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,02/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,20/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,21,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,31/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,26,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,31/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,21,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,31/10/2017,04. OCCIDENTAL,GIRARDOT,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,19,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,29/11/2017,04. OCCIDENTAL,LA FERIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,20,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2017
BUCARAMANGA - CM,07/09/2017,04. OCCIDENTAL,GIRARDOT,Art. 110 - Comportamientos que atentan contra la salud pública en materia de consumo,34,Cap. 1 - DE LA SALUD PÚBLICA,Num. 3,2017
BUCARAMANGA - CM,14/10/2017,01. NORTE,KENNEDY,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,51,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2017
BUCARAMANGA - CM,30/10/2017,01. NORTE,KENNEDY,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,16,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 5,2017
BUCARAMANGA - CM,01/07/2017,01. NORTE,KENNEDY,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,17,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,01/07/2017,01. NORTE,OLAS BAJAS,Art. 33 - Comportamientos que afectan la tranquilidad y relaciones respetuosas de las personas,21,Cap. 1 - PRIVACIDAD DE LAS PERSONAS,Lit. c,2017
BUCARAMANGA - CM,01/10/2017,01. NORTE,KENNEDY,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,18,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,01/10/2017,01. NORTE,KENNEDY,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2017
BUCARAMANGA - CM,01/11/2017,01. NORTE,CLAVERIANO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,30,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2017
BUCARAMANGA - CM,02/10/2017,01. NORTE,ALTOS DEL PROGRESO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
BUCARAMANGA - CM,02/10/2017,01. NORTE,ALTOS DEL PROGRESO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2017
